Date,VIX,DIX,GEX,DIX Diff.,GEX Diff.,SP500 EWM20 Diff.,Actual,Advisor,Strong Sell,Sell,Hold,Buy,Strong Buy
2020-03-04,31.99,0.42030031395555306,1292494130.465,-0.036604853199538157,2387258866.6,-59.38894049105511,Strong Sell,Unsure,0.15997497737407684,0.18938517570495605,0.18393062055110931,0.2377966344356537,0.2289126068353653
2020-03-05,39.62,0.4425328495207397,-992248105.7,0.022232535565186617,-2284742236.165,-149.67380330143078,Strong Sell,Strong Buy,0.12484639883041382,0.1311943680047989,0.1570328325033188,0.14104408025741577,0.44588232040405273
2020-03-06,41.94,0.45216180113712395,-1026984872.86,0.009628951616384274,-34736767.15999997,-182.17725060605653,Strong Sell,Strong Buy,0.13085363805294037,0.10438302904367447,0.09714829921722412,0.13761770725250244,0.5299972891807556
2020-03-09,54.46,0.4164649367778293,-1664364382.5271,-0.035696864359294644,-637379509.6671001,-369.1946553102416,Strong Sell,Strong Buy,0.133637934923172,0.17076629400253296,0.09921541810035706,0.14171715080738068,0.45466315746307373
2020-03-10,47.3,0.4182497640665764,-1000251181.05,0.0017848272887470706,664113201.4771001,-211.2389738521233,Strong Sell,Strong Buy,0.12789469957351685,0.12880997359752655,0.09495152533054352,0.1303311139345169,0.5180127024650574
2020-03-11,53.9,0.439414688921793,-1628876725.0996,0.021164924855216594,-628625544.0496001,-318.56573824715906,Strong Sell,Strong Buy,0.12603096663951874,0.12755481898784637,0.0935678631067276,0.14238233864307404,0.5104640126228333
2020-03-12,75.47,0.3775964436331328,-2170934233.25,-0.0618182452886602,-542057508.1503999,-524.1337631760016,Strong Buy,Strong Buy,0.13837748765945435,0.19134588539600372,0.10273416340351105,0.16154271364212036,0.4059997797012329
2020-03-13,57.83,0.3909358493769589,-1540240423.73,0.013339405743826138,630693809.52,-265.84959525447766,Strong Sell,Strong Buy,0.11783933639526367,0.1725360006093979,0.08748622238636017,0.1426427662372589,0.4794956147670746
2020-03-16,82.69,0.3725371608942804,-1758235173.66,-0.018398688482678505,-217994749.93000007,-534.4063004683367,Strong Buy,Strong Buy,0.12276960164308548,0.16976355016231537,0.0911465510725975,0.11676313728094101,0.49955716729164124
2020-03-17,75.91,0.3524576556460001,-1153920356.04,-0.020079505248280283,604314817.6200001,-354.16570042373314,Strong Sell,Strong Buy,0.1262560784816742,0.13760380446910858,0.0937349796295166,0.12866126000881195,0.5137438774108887
2020-03-18,76.45,0.35420916037104033,-231405936.04,0.0017515047250402094,922514420.0,-438.66087181194916,Strong Sell,Strong Buy,0.14547599852085114,0.13014382123947144,0.11680202931165695,0.12168608605861664,0.48589202761650085
2020-03-19,72.0,0.3533346475913093,-1009988451.14,-0.0008745127797310515,-778582515.1,-386.8317411631924,Strong Sell,Strong Buy,0.13743269443511963,0.14978496730327606,0.10203271359205246,0.13070884346961975,0.48004084825515747
2020-03-20,66.04,0.4114038472144249,-641778574.9,0.05806919962311563,368209876.24,-444.6739562905077,Strong Buy,Strong Buy,0.13985750079154968,0.11562101542949677,0.08522936701774597,0.17615436017513275,0.48313769698143005
2020-03-23,61.59,0.3665711996579459,-67803558.89,-0.04483264755647903,573975016.01,-463.3773890247453,Strong Buy,Strong Buy,0.12344400584697723,0.15814125537872314,0.10772497951984406,0.1648695021867752,0.44582027196884155
2020-03-24,61.67,0.40220784471872334,600219982.04,0.03563664506077746,668023540.93,-229.30954245096018,Strong Buy,Strong Buy,0.10990476608276367,0.13010993599891663,0.09590978920459747,0.19138391315937042,0.4726916253566742
2020-03-25,63.95,0.4611852249864139,-157646663.16,0.05897738026769056,-757866645.1999999,-181.92910983658294,Strong Buy,Strong Buy,0.11210993677377701,0.1051199734210968,0.09783416241407394,0.1887183040380478,0.49621763825416565
2020-03-26,61.0,0.4809410635531237,1106729624.63,0.019755838566709816,1264376287.7900002,-24.80776604262246,Strong Sell,Unsure,0.35851141810417175,0.09405145049095154,0.10222504287958145,0.13027751445770264,0.31493452191352844
2020-03-27,65.54,0.482825712625796,-289385495.09,0.001884649072672273,-1396115119.72,-102.60702641951593,Buy,Strong Buy,0.14782610535621643,0.12751005589962006,0.09008543938398361,0.11540379375219345,0.5191746354103088
2020-03-30,57.08,0.4727400191733636,98620248.765,-0.010085693452432376,388005743.85499996,-15.767309617656792,Strong Sell,Strong Sell,0.42074054479599,0.07411085814237595,0.06897426396608353,0.09366658329963684,0.3425077199935913
2020-03-31,53.54,0.4974165798378229,-148210827.385,0.02467656066445928,-246831076.14999998,-52.319946796927525,Strong Sell,Strong Buy,0.10694677382707596,0.10027872771024704,0.09332846105098724,0.1842401921749115,0.5152058005332947
2020-04-01,57.06,0.51140108308801,-772849977.51,0.01398450325018713,-624639150.125,-150.56138043531564,Strong Buy,Strong Buy,0.12379016727209091,0.09874844551086426,0.09190424531698227,0.13985081017017365,0.5457063317298889
2020-04-02,50.91,0.4852214659749498,-507398426.73,-0.026179617113060216,265451550.77999997,-85.19362991766639,Strong Buy,Strong Buy,0.1904177963733673,0.09268904477357864,0.08626481145620346,0.11840765923261642,0.5122206807136536
2020-04-03,46.8,0.5064751559582124,-463079691.085,0.021253689983262547,44318735.64500004,-111.68709373503134,Strong Buy,Strong Buy,0.14684291183948517,0.09615042060613632,0.08948627859354019,0.1361713856458664,0.5313490033149719
2020-04-06,45.24,0.4466981133829929,1555164529.5,-0.05977704257521943,2018244220.585,57.310248525447605,Hold,Unsure,0.19045256078243256,0.15683968365192413,0.14561976492404938,0.26197972893714905,0.24510829150676727
2020-04-07,46.7,0.4821102904797566,1533925065.67,0.0354121770967637,-21239463.829999924,47.98879628492887,Hold,Strong Buy,0.1454903483390808,0.1129818707704544,0.11001665145158768,0.21014703810214996,0.42136406898498535
